""	"LU1"	"LU2"	"LU3"	"LU7"	"LU8"	"LU9"	"LU13"	"LU14"	"LU15"	"LU19"	"LU20"	"LU21"	"LU25"	"LU26"	"LU27"	"LU31"	"LU32"	"LU33"
"Ano9"	5.534853237	4.124539424	2.940334688	4.919057112	3.478976071	3.801976857	4.555667273	3.542706267	3.622537928	2.998262674	3.132658561	2.444792325	2.246305007	3.592445757	3.20650467	4.068023664	3.27465551	2.758288084
"Rab30"	7.445059236	4.764002901	5.068576939	4.601698589	4.425257562	4.451887431	5.050080775	4.572210653	5.428533459	5.255778099	5.538793481	5.842125255	7.628056849	5.864590937	5.501613049	3.646881996	5.721572795	4.893736922
"Fbxo17"	3.682994952	6.408063499	6.062690096	8.812411477	6.877796533	6.120207874	6.673169674	7.34945013	5.832416349	5.162655588	4.229405488	5.567318219	5.363485186	5.08530655	4.995593845	7.442579431	5.005883025	6.383212488
"Pter"	8.91574881	6.554500635	7.689115226	8.156114051	7.431092887	7.7014403	8.087192291	7.055132994	7.413825696	5.96125167	5.410955697	6.34408135	6.343960295	6.724321546	6.389604196	6.778031134	7.851282487	5.368281109
"Gng8"	2.97191627	4.50821751	3.556404814	4.093924952	4.313930328	5.231130209	3.91999277	4.45109249	4.373846959	1.940052319	3.259230625	2.878046661	1.999458303	2.855533807	2.410729788	2.078596214	2.643396616	3.114196223
"RP23-419K14.8"	5.627555212	4.765921291	4.89551724	5.235780919	4.296674606	4.99456276	2.364709152	4.87500606	4.746089253	5.326325456	5.37614838	5.477572678	5.208465456	5.803181608	7.232189365	6.940703881	4.670526738	4.856366568
"D17H6S53E"	12.74761223	15.0868618	15.16204584	14.92092834	15.18392148	14.68277969	13.70796751	14.97020494	14.5850735	16.27527527	14.66970211	14.95593968	14.93965622	16.07757647	16.55960718	14.34050641	15.75780013	14.59579281
"Tmem53"	6.506588061	8.217105674	7.19681919	7.33098189	7.308076293	5.686717521	6.533321283	5.904510445	5.614654607	5.679062241	5.600813792	5.725146584	8.560643697	6.721865172	6.436414483	6.778031134	5.16843219	7.207139831
"Zfp677"	6.243750696	6.081937126	5.573754442	5.742919839	6.875013352	5.556735407	5.541669058	5.189307693	6.297098813	4.409209815	5.157811571	5.663253108	5.407423899	5.987409595	6.300196548	7.621519453	6.746579424	6.258051458
"Map10"	6.298281269	8.217105674	5.623600116	6.124384784	5.093220968	4.256914259	4.273145271	6.691778505	4.622008488	4.05647303	4.967953476	4.734850959	6.195852272	4.993192556	6.015121899	5.693546153	6.904394147	5.961461342
"Amica1"	6.407342417	7.151120059	7.179457214	8.694988824	7.57025193	8.936270391	5.576984308	6.917058288	7.041583402	6.66672524	6.485552513	7.767631312	5.850266887	5.571054344	6.102189033	5.805609601	6.746579424	7.029185761
"9130019O22Rik"	7.358355623	6.272497242	7.705357075	8.437293703	8.682411	7.817124383	9.079550821	7.478440973	9.786249919	8.516476941	7.132968615	8.271444211	7.254330939	7.622125938	9.866204223	7.047947396	9.428640647	8.229189373
"B230206H07Rik"	2.943560372	4.913637354	2.105839701	2.385266662	2.990249512	4.486982602	1.671117638	2.227968608	4.51840105	2.419068873	2.26753851	1.596232761	2.546470599	1.892021432	3.427449225	3.478184332	2.751499702	2.760660805
"Ubox5"	9.416884783	10.16491142	11.52499185	10.19038219	9.264652435	8.882977724	8.472834823	8.658131881	9.81727011	7.233925991	9.331525351	8.476930553	9.138264985	7.1038312	10.32728555	9.799526791	8.159021198	8.855587699
"Gm43481"	2.416249723	2.67999143	2.982899533	4.038069851	2.962417704	5.307169746	3.345060497	4.151930627	3.584693295	4.47340791	3.216196123	3.091579156	2.436870663	3.471469379	3.07449966	2.611198839	4.451164272	2.884042293
"Zscan2"	5.426337395	4.892535059	8.319747009	7.01298865	5.371539053	5.166789062	5.825603669	6.691778505	5.614654607	6.66672524	5.031239508	5.291892248	5.899636227	6.294456241	7.185379078	7.307018809	7.850493414	6.673277622
"Rassf6"	5.807506106	7.641588545	6.916787315	6.188491206	6.98578395	5.036806948	4.273145271	5.722833201	5.800775754	4.05647303	6.229876945	6.096507444	6.245715307	6.662912216	5.453398453	5.633296987	5.484061637	5.783507272
"Nat2"	7.60701504	7.705534893	7.643750062	7.964429503	8.377374378	7.116520784	8.864127795	7.479046564	7.596844824	6.313988455	6.803248391	7.768869181	6.984774339	6.662298123	5.453398453	10.69302192	6.981723361	8.45163196
"Prom2"	2.53567168	2.973505166	3.276372939	4.219598927	3.423312454	4.97181589	3.425579267	2.392083719	2.636716252	2.998262674	2.373226183	4.054022716	2.44378237	3.162580453	2.410729788	4.532544731	2.880118701	4.597146806
"Mrps22"	7.728618219	8.815004025	6.804774565	5.363359045	7.76507459	8.671756787	6.815843284	5.951140938	7.416307311	7.7968939	7.499394738	7.148696546	8.615443666	8.058746269	8.26154758	8.947001097	7.456745679	7.029185761
"Slc9a5"	8.206851351	11.54231575	9.32506144	7.833043074	8.266047144	9.19623462	8.228453291	9.416937172	9.771360227	9.419483111	7.688619972	10.36530052	9.947922174	9.242104042	9.665856194	7.983014447	8.798170827	9.817132857
"Zfp937"	6.388802022	4.905963792	4.947043105	4.387164227	5.725003022	4.917873313	5.160970661	5.654401439	8.044155981	5.616980567	3.793364731	4.331305492	4.868804391	4.796068609	5.406588166	4.816318301	5.387005582	5.432937754
"Gm37206"	0.465145794	0.031973174	0.028003188	1.367180519	0.027831809	4.03139529	1.479708982	2.176493389	0.031020191	0.035273679	0.031643016	2.260349765	0.02468467	0.030704665	0.023405144	1.414650409	1.100757695	0.029659012
"Cenpf"	5.069707443	2.868633156	2.070555684	4.226580814	2.423037254	4.368698878	3.436173842	2.651276588	5.827453118	2.991207938	2.400439176	2.573530756	3.676041117	2.71245007	3.112415993	2.550949673	3.602910134	3.505101997
"Lingo1"	6.025628401	4.316378467	2.044232688	3.078377677	2.978003517	3.634299929	3.001796265	4.693328816	5.242412312	2.574978532	2.689656341	1.763964083	2.986845119	2.60989649	2.55116065	2.017142066	3.511377595	2.639652037
"Alpk3"	4.880486352	3.229290557	3.108353813	3.3957362	4.035612242	3.217057341	3.778731769	4.148297082	3.38120084	3.331951673	3.702232845	3.063727091	5.45531216	3.592445757	4.423572136	3.343828693	3.195748148	1.927835757
"Sstr4"	4.226119467	2.33404169	4.280567243	5.363359045	1.864731174	2.437164652	3.001796265	4.148297082	4.125685429	4.127020387	4.524951255	3.744555334	2.690629074	3.039761795	4.002747654	4.651235587	5.326246913	5.071690992
"Gm19557"	2.577114916	2.638426304	2.689986192	3.836229831	3.88476384	2.318231017	2.667007693	4.934959551	3.667827407	1.950634422	1.870735092	1.507106155	3.134953142	1.81894433	3.317445051	2.840145668	3.744943385	3.528829206
"Ftx"	9.525400625	9.737110358	9.066311988	8.836530725	8.833259403	12.62321308	9.140293051	10.27929849	9.610675636	10.2660514	8.810681312	10.35477863	11.07601161	9.011204964	10.81411254	9.614561852	8.898383177	9.998646008
"Gm37204"	5.908387667	3.650696988	4.22792125	3.965077391	5.703850847	4.458386537	5.742259679	6.295116521	5.645054394	4.584872734	5.896992419	3.929616829	6.036389301	5.485081283	5.63876719	4.100558213	6.248673971	5.32023351
"Irak1bp1"	4.924656116	5.723198115	6.519702116	7.394453595	6.874456716	6.986538669	8.228453291	6.084976508	8.22407309	6.313988455	6.233674107	6.157781986	7.183239089	7.769508328	6.577313448	6.767186284	6.5887647	6.139415412
"Il18bp"	6.67944998	5.211627334	6.580749065	5.79433192	6.429147779	6.076663866	6.674582284	5.843951364	6.048937283	4.197567744	5.53752776	6.220294397	4.717240515	5.004860329	5.125726443	5.151303662	5.957505807	6.613959598
"1700030J22Rik"	3.026446844	3.996646729	5.068576939	4.220868361	3.812957773	5.621726464	3.144469876	3.67109152	5.480647381	5.890704313	4.904667445	4.425383576	5.257834797	4.614911088	5.593361212	3.825822018	4.852802743	4.597146806
"Ccl25"	6.407342417	6.68239333	5.583275526	4.860028427	6.167528778	7.947106497	5.191341776	6.336296696	7.180553858	5.124560015	6.036221689	5.415060267	6.440230509	7.257354523	6.354964584	6.302062726	6.208431217	7.114603715
"Polr3g"	6.44660443	6.234768897	5.237156128	5.680717568	6.039502459	6.791565497	8.01656179	6.267864934	6.23505843	6.807819954	8.322113148	8.448459554	6.195852272	7.584052154	6.717276206	6.782248576	6.273135254	5.664871225
"Pecr"	5.480322663	5.083734639	4.060462189	6.286237631	6.59613863	5.41375508	4.273145271	3.714088468	4.311806576	3.421546816	3.322516656	4.611064006	3.134459448	3.821502555	2.785212086	4.066818681	4.803880179	3.13021209
"Tmem29"	8.697626515	8.60078376	6.580749065	7.141201493	8.767019698	7.831422415	6.957104285	7.055132994	6.297098813	7.442746167	9.334689653	6.096507444	8.065962902	8.935057396	6.855366553	6.958778631	7.377838317	9.482579205
"Tnni2"	1.881304795	3.293236904	2.100239063	1.49158506	1.586413088	1.722263021	6.533321283	1.665374741	1.644070133	1.234578748	0.6012173	0.959348887	1.505764895	1.443119236	1.193662322	1.656852055	1.223064106	1.216019478
"Gm7173"	3.789874876	4.444271162	4.116468564	2.951434267	6.262156927	6.986538669	3.99062327	4.329974327	6.048937283	4.756302811	5.284383634	4.487277053	5.010988093	4.574995024	4.798054433	4.812100859	4.852802743	4.775100876
"Kif23"	7.17077045	5.275573682	5.180589689	6.125019501	5.928175224	6.401619153	5.685755279	4.390533408	5.862816136	5.537967527	6.423532202	5.827889755	7.133869748	5.004860329	5.17253673	5.392902816	6.825486785	5.012372969
"Nat14"	5.224574272	8.098804931	5.348608814	5.620419449	4.878916042	5.165489241	3.91999277	5.29891963	3.257120076	4.985581722	6.265949983	7.148696546	5.505668888	6.908549533	5.269902128	6.476785306	4.698144314	4.969070812
"Snhg6"	7.825137335	6.810286026	7.19681919	6.302740274	7.152774801	7.506467128	7.592778788	8.145196461	6.73138149	7.793366532	7.119678549	8.5258264	6.393329636	8.382373434	6.948987128	7.898665615	6.5887647	7.800320064
"Gm37105"	5.116603736	4.65913089	4.389779674	4.919691829	6.328396632	6.88515262	5.646908503	6.670582826	5.544548974	3.479395649	4.43318651	4.104156433	5.19316096	4.244612833	5.256795247	5.080812138	5.558234557	5.050929684
"Txnl4b"	11.86039979	11.67020845	11.67732919	10.75845394	10.43692821	9.45619885	10.7005208	11.77813576	9.026875638	10.33518781	11.2332706	9.686329086	11.23152504	11.14579325	10.32166832	11.71846272	9.823966529	13.07962414
"Cabp1"	3.680813729	4.700056553	6.292876297	4.919057112	3.478976071	4.65400962	3.98921066	3.23991086	3.505281605	4.05647303	4.148399368	3.125620568	3.689864533	4.509901135	3.769164322	5.151303662	4.852802743	5.249645062
"Acvr1c"	4.607833483	0.927222041	0.868098813	1.555056765	2.087385642	1.137343504	0.741620254	0.696429437	0.899585545	0.459263294	1.034093755	0.278520645	3.974231936	0.582774534	0.491508015	0.874215393	1.328010897	0.510135
"Adamts20"	1.935835369	1.758524561	2.772315563	5.42683075	4.146939476	4.386896374	3.141644656	2.210406474	2.884877781	2.645525889	2.309940151	2.259111895	1.20954885	3.531036428	2.129868065	2.741337037	2.959026063	2.758288084
"Tmem81"	8.806687663	9.304193584	9.437074191	8.473472574	8.266047144	7.896413473	7.94593129	7.963519216	6.917502637	6.313988455	8.511971243	9.810116039	7.676932497	8.566601421	6.998137929	7.320273625	6.821541417	8.215546227
"Coq4"	8.204670128	10.11887005	10.34101708	10.49568109	10.16194994	9.586180965	9.171370471	9.614359777	7.754427395	8.819830577	8.097447736	10.03478936	10.30190035	9.787418885	7.891278208	9.297651241	10.81898836	10.01466187
"Nme6"	5.698444958	7.324414661	5.180589689	6.315434615	6.763129481	8.22136876	7.098365286	5.722833201	5.366493077	3.492094173	5.727385855	6.029662489	6.738915021	5.311906974	5.266157305	5.87429365	6.746579424	5.664871225
"Zfp947"	7.027355041	6.171462012	5.37493181	5.964436088	7.890317728	5.403356511	7.664115594	7.487524836	7.022971287	6.846621	6.534282757	5.190386947	7.088449954	5.589477142	5.470250157	7.099159187	7.859962297	5.607925923
"BC068281"	5.089883755	4.421250477	5.160987458	4.412552909	2.759802137	3.735685979	3.761780449	3.967225428	4.433405726	6.304817298	6.74122808	5.475715874	5.6769805	5.556316105	5.849413483	6.05263118	5.957505807	4.705105608
"Treml4"	3.080977418	3.996646729	4.340494064	6.442378025	4.313930328	2.762119939	4.485036773	5.904510445	4.994250783	2.645525889	3.828804908	3.558874904	2.789367756	3.469627099	2.597970937	2.379842043	3.432470233	2.817606107
"Lca5l"	3.190038565	3.549022295	3.948449439	4.662631425	6.662378334	4.905525012	5.054318605	5.235332595	6.387057367	4.550304529	3.261762066	5.349453181	3.826123913	4.290055737	3.668522204	4.610266155	5.247339552	5.016525231
"Gm20662"	0.903571607	1.310900127	2.695026766	3.876217005	3.281926866	3.550461465	1.411903702	2.532580788	2.844551533	0.646919264	2.585234389	1.81162206	2.004395237	1.809732931	2.110675848	3.199833187	0.489225642	2.981323851
"Mx1"	6.077977751	7.250236897	5.161547522	6.372559149	5.275240996	4.2471656	4.379797327	6.817741394	5.779682024	4.766884915	4.985040705	3.342247736	5.205996989	4.330585894	5.915415987	3.701106245	5.55902363	5.598435039
"Apex2"	8.159409752	10.0568421	8.256459805	8.770520152	7.658200445	8.463785404	7.222674966	8.139746143	7.779243548	8.694256281	9.528344909	8.977029844	8.847479567	10.37756254	9.485636589	10.10438757	9.393132334	10.136857
"Cercam"	5.731163302	7.475967505	6.781811951	6.363038394	8.985221077	6.697978374	7.308137872	8.331718432	6.177981279	6.331625294	6.629844665	5.676250738	7.487354228	6.112070534	7.98443068	6.044196297	6.829432153	6.768186459
"Gm43791"	0.280287149	1.372288621	0.90954353	1.299265795	1.410516058	0.198222725	1.738216614	0.030279541	2.458660354	3.586627632	3.201007476	0.917261323	0.741033806	1.33012607	0.454995991	0.70551773	2.057903993	0.688682251
"4933406C10Rik"	3.190038565	3.485075947	3.151478722	2.761019153	2.866676282	3.152066283	3.143057266	3.976914882	3.443241223	5.068827603	4.271807129	4.054022716	4.517294685	4.88204167	4.096368229	4.127067846	4.220754776	4.775100876
"Atl1"	5.316730942	5.399629596	4.452506814	5.680717568	6.373484162	4.776842718	4.414406272	6.388983097	5.428533459	4.268115101	4.208521098	3.125620568	4.122339958	2.732715149	3.393745819	4.729559503	3.984821765	5.071690992
"Psmg4"	6.789056433	7.51369585	7.64487019	6.950151662	8.210383527	7.571458186	7.663409289	9.114141764	6.73138149	6.878367311	6.36024617	6.777335686	7.87440986	7.952508129	6.623655632	8.222203635	6.825486785	7.859638088
"Sptbn5"	2.753248669	2.33404169	1.596181688	2.951434267	2.863893101	3.412030513	3.528699798	3.23991086	4.684048871	2.913605846	2.056796025	2.135324942	1.999458303	3.162580453	2.597970937	1.897848718	2.955869769	2.87692413
"Asb14"	4.117058319	4.444271162	3.332379314	5.234511485	5.371539053	7.181511841	4.485036773	4.087738001	4.311806576	4.691399243	5.790671886	4.301596623	4.961618752	4.944065093	4.392677346	3.886071184	4.773895382	3.0548782
"Gm17555"	6.862672708	4.068266638	4.705095565	5.922544763	5.525727273	5.845295701	6.841270264	5.111186478	7.720305185	4.369703295	4.888845937	4.312737449	6.157344186	5.154084998	5.29471158	5.745962927	6.455411259	6.004763499
"Ankrd49"	11.91493037	8.728676455	9.344103608	8.727359393	8.266047144	8.092686466	9.429171797	9.477496253	8.592592961	9.697439698	9.018259495	7.953311741	10.39224624	8.443782763	7.887533385	9.489243588	9.745059168	10.35099507
"Cdkl1"	2.426610532	3.101397861	3.500398439	3.459207905	5.594193522	6.141654923	3.99062327	4.324524009	4.484278839	2.998262674	2.626370309	3.249407521	2.838737097	4.513585695	2.785212086	3.764970361	3.432470233	3.292150293
"Art1"	3.626283155	3.804807686	1.316149813	4.399223851	2.087385642	2.892102054	3.708101269	2.694879126	3.567321988	0.670199892	2.436512214	1.825857559	3.480538527	2.180031186	2.036247491	2.500340374	1.459786191	0.919429361
"Star"	7.022992595	4.124539424	4.857992969	5.926353066	5.373765598	7.766431358	5.263384886	4.635192097	5.632646317	5.114683385	4.524318395	4.422288902	3.876974334	4.945907372	4.810225108	4.403611516	3.590284956	4.715782853
"Pde1a"	5.698444958	3.308584028	4.558918926	3.966981542	3.150004093	3.890364695	6.957104285	4.208856164	3.770814442	6.455083169	5.727385855	5.229998772	6.343960295	4.083720391	4.704433859	4.901872116	4.841755713	3.41078634
"Wrap53"	9.624646269	10.19816352	11.45330369	11.77400122	10.15861013	11.14596634	12.11313081	12.08153676	8.964835256	10.47628252	10.41055219	9.995796469	11.57711042	9.061560614	10.3684786	10.93642855	9.271614997	10.23473174
"Rangrf"	5.930199897	5.618965569	6.830537497	5.391286595	4.275522432	5.930433987	7.022084345	5.106341751	4.107693718	4.548188108	3.874370851	6.483960607	8.057570114	6.340513238	5.522209575	4.681962662	4.123698721	4.502237969
"Angel1"	7.706260684	8.408944717	7.75688294	9.800665919	8.255471057	8.936270391	8.503912243	9.659173498	7.657023995	7.37219881	8.891687432	7.458163929	7.726301838	7.399824167	7.747102524	8.706004435	9.902873891	8.571454367
"Clip3"	6.070888777	7.257910459	8.653545004	7.394453595	5.925392044	6.011672808	7.380887287	5.904510445	5.924856518	4.973588671	7.56268077	6.15840092	6.738915021	5.189088316	4.985295582	5.994791981	5.405154275	5.249645062
"Apol9b"	6.03980635	4.169301867	2.866406273	3.89652795	3.570264403	2.654234784	3.351417242	3.608110075	2.191266306	2.04305146	3.32947812	2.679368601	3.586188917	2.549715348	3.290295084	4.142130138	4.229434586	5.339808458
"Ptgs2os2"	4.117058319	3.873230278	5.068576939	4.090751366	5.327564796	5.884290336	4.273145271	4.932537187	4.603396374	1.403186931	3.132658561	3.744555334	3.417839465	3.592445757	3.94002187	4.400599058	4.302029359	5.110247708
"Ncapg2"	7.061709302	6.170822549	4.228481314	8.600415984	6.150829693	6.921547612	7.522148288	6.449542179	7.413825696	6.243441098	7.119678549	7.086803069	6.097113591	6.401922567	6.389604196	6.537034472	7.220023594	5.131009016
"1500011B03Rik"	7.170225144	7.082058003	7.539018141	9.475690791	10.1858853	6.640786244	8.869778235	9.825105381	8.538617829	7.972556819	7.846202191	7.889561461	6.905783393	7.539837437	7.048224937	7.137116161	8.392586988	7.786083739
"Cpne5"	8.857401096	7.454225747	6.179743419	5.853360605	6.415231874	5.645773155	7.481182598	7.267089779	5.468239304	4.716796291	6.112164927	7.336852715	6.44319267	6.042677992	6.529566955	5.54352573	6.566670639	5.610298644
"Dnajc17"	6.298281269	8.033579656	9.398989856	7.883820438	8.22151625	6.638836512	7.815971169	9.08870695	6.467709864	6.543267365	6.295061558	5.948582035	8.491032927	6.674579989	8.640242803	9.818806524	7.092982741	8.596961117
"E430018J23Rik"	8.844859064	7.26174724	8.099641955	6.786394664	6.344539081	6.894901278	8.04763921	9.033598186	6.490664806	5.336202086	6.407710694	5.697913455	6.481207062	6.381043396	5.825540236	7.947467439	6.430949977	7.477630018
"Ntf5"	6.852857205	6.939457648	7.319473151	5.756883614	7.765631226	6.822761205	7.453636702	6.217600897	7.673774898	7.232515043	5.930534016	7.460639668	8.708258026	6.611942473	6.793108872	8.663830019	5.874653077	7.563641151
"Ighv1-80"	0.579659999	0.159865869	1.5233734	0.2234204	3.167816451	0.565422199	0.03531525	0.696429437	0.392095217	0.599652535	0.031643016	0.477198704	4.94977011	0.311959392	0.450314962	0.274736195	1.539482626	0.328621849
"Pkmyt1"	7.903661361	6.477125554	6.482737908	7.316383398	7.478963598	7.460973388	7.914147565	7.677680351	7.581334728	7.717175386	7.040571009	8.445983815	8.633710322	8.384829807	7.041671496	6.46714544	5.575594176	6.275846865
"Scml4"	2.17358867	2.189522944	2.042552497	3.146927118	3.515714058	3.946257005	3.072426765	6.128579047	3.818585536	1.595781216	1.866937931	1.516390176	1.954038509	1.943605269	1.424437038	2.31718291	2.340392347	3.036489613
"Dyrk3"	4.007997171	6.170822549	6.916787315	6.759736548	5.86193552	6.905949758	7.172527311	5.177801467	5.552614224	6.172893741	5.807126255	5.910827014	7.28197777	6.540093558	6.295983622	6.356286975	5.720783722	6.732595645
"Frmd5"	4.989547499	4.412937452	3.256210644	3.3957362	3.931521278	3.801976857	2.587195228	3.551790129	3.010819757	1.552747328	3.888926638	3.249407521	5.109233081	4.513585695	3.798654802	3.795094944	3.432470233	1.809199711
"Zfp27"	7.807687551	9.437841451	9.870563533	7.582329841	8.271613506	8.359799712	8.581605793	9.660384679	8.22407309	7.654388238	8.068969022	7.148696546	9.206394675	8.448081416	9.525893436	7.863721099	8.084848278	8.690090414
"Zcchc10"	7.880213214	10.09073366	7.86889569	7.838755527	7.735572873	7.828172862	8.157116486	8.084637379	5.426051844	8.339403075	7.689252833	8.325291536	8.368103268	7.830917658	7.372620227	8.401143657	6.509857339	7.444411924
"Strip2"	6.254111505	4.62587879	4.622766194	5.95555005	4.20315973	5.509941845	6.341912627	5.324354445	4.810611251	3.633894361	4.357876132	4.315213188	6.152900946	4.940994626	5.072830819	5.717645819	6.670039283	3.722799142
"Slfn9"	7.804961023	4.476244336	5.171068605	5.58360586	7.003596307	6.146204297	6.219015556	4.973717363	7.735194877	4.261060365	5.620432462	3.735271312	6.481207062	5.67667839	6.036186528	5.108526754	6.56035805	5.289981318
"Zfp69"	4.823229249	5.531359072	4.732538689	5.553774159	4.536584796	5.621726464	4.555667273	8.208783496	6.48321996	4.692104716	4.398379192	4.982424865	5.208465456	3.960901732	5.577445714	4.247566177	7.614560402	4.478510759
"4931429I11Rik"	4.498772335	3.229290557	4.004455814	3.332264495	4.536584796	4.516878488	3.143057266	3.542706267	3.567321988	2.574978532	2.689656341	3.187514044	2.44378237	4.083720391	2.75338109	4.368064509	3.511377595	3.826012503
"Psmg1"	11.80586922	11.15224303	10.66865438	9.552491554	10.49259183	9.716163079	10.9124123	9.719732579	8.220350667	9.347524807	11.16998457	12.40964206	10.73486947	10.71592794	10.69849113	8.525256938	9.192707636	11.77462763
"Dffb"	6.570934138	7.600662883	7.252825565	7.461098885	8.600028847	6.702527748	7.446573652	9.292791055	9.457435892	7.442746167	6.612757436	8.386566078	6.64017634	7.584052154	7.0585232	8.508387171	7.614560402	8.511543164
"Mmp17"	2.978459939	6.154835962	4.502912551	4.343368751	4.023922882	3.706440003	3.216512986	4.015067103	3.872560669	5.688938871	4.847710016	3.776121007	6.125254115	5.087762923	6.09516749	4.988630915	5.349130048	4.062691416
"Utp14b"	5.915476642	4.834343883	5.719931081	6.576938039	7.121603176	7.504517397	5.735196629	6.846809753	7.535424845	5.430735545	5.619166741	6.760005513	6.118342407	7.164012343	7.148867054	5.868268733	8.974923318	7.530423058
"Mterf2"	7.934198482	6.68239333	6.132698064	5.553774159	6.651802247	6.596592325	7.027734785	5.90027131	6.048937283	4.268115101	4.524951255	5.168105295	5.159096115	4.513585695	6.061932186	5.573047821	5.562968998	6.495323552
"9230110C19Rik"	5.884394215	8.003524873	8.989583254	7.525840023	8.044505948	6.860456018	7.837866624	6.513129214	6.51237894	7.468143216	7.126640012	6.595368865	7.940564777	7.818021698	6.288493976	7.548617963	6.319690597	7.186971703
"Cks1b"	5.838588533	6.051242879	3.9366881	7.460464168	5.924278771	5.480045959	7.519323068	4.388111045	5.052568742	6.36054971	4.971750638	5.477572678	6.686089827	5.661326057	5.217474606	5.994791981	4.924608442	5.366501568
"L3hypdh"	7.591746479	6.542350829	6.832777752	7.06440073	5.82408426	7.087924719	6.522020403	5.742817698	8.644706883	7.444862588	5.347036805	5.72452765	7.626575769	7.604931326	6.250577643	6.910579299	5.635563771	5.964427243
"Plk5"	3.024265621	3.868754033	2.828321938	4.157396656	3.645966922	4.386896374	4.202514771	6.51010126	3.691402752	3.56264153	3.322516656	4.301596623	3.826123913	5.127678987	2.644781224	3.042582865	4.063729127	3.648058433
"Mlkl"	7.957101323	7.193964112	7.648230572	9.615963258	6.199813676	7.376485013	7.022084345	7.659512627	7.475866078	6.244146571	6.486818233	5.477572678	6.837653703	5.425514233	7.986303091	6.898529466	7.53565304	8.334182274
"Pcdhb22"	7.992000891	7.055200537	6.940309992	8.730532978	7.437215885	6.938445287	7.379474677	7.744900932	8.330782548	7.220521993	5.947621245	7.621562707	4.865348537	5.916788867	6.304409474	5.207937878	7.165577514	7.733883878
"Dus2"	9.416339477	10.3439612	8.28110261	9.782259125	7.191182697	8.547623868	8.871190845	7.393658259	8.343190624	8.051569859	8.263889999	7.664888141	9.0622362	8.298856746	8.807823631	9.65372381	8.843148024	10.23532492
"2810001G20Rik"	5.371261516	7.066071416	5.852666189	7.204038481	7.653747356	5.426753292	6.815843284	6.192771673	6.173018048	6.525630526	6.233674107	6.578038692	5.998374909	5.864590937	6.857707068	8.7662536	6.354409836	9.34258867
"BC021614"	3.953466598	3.868754033	3.612411189	5.170405063	5.482866287	3.996950029	4.343775772	5.238360549	4.311806576	2.433883818	2.878881575	3.560731708	1.505764895	3.162580453	2.644781224	3.52457619	3.905914403	3.885330526
"Prrg4"	2.424974615	1.763640268	2.660302813	3.459842622	3.286379955	5.051754891	3.470076482	3.115764743	4.997352802	4.15735575	3.004187917	2.754259708	2.888106438	3.716492602	3.683501496	2.681087871	4.22154385	2.046471804
"Exoc3l2"	2.97191627	2.845612471	3.164360189	5.744189273	2.811012665	3.022084169	1.801077759	3.300469941	5.118331547	2.504431175	3.575660782	4.054022716	3.085583801	3.899492403	2.87883266	4.48856284	2.722303978	2.461697967
"Cfap99"	2.263018811	3.357183252	3.052347438	4.919057112	4.814902882	4.516878488	3.143057266	3.23991086	5.304452695	3.56264153	2.183368088	3.682661857	3.875493254	4.636404353	3.908658977	4.789808668	5.405154275	5.486917156
"Ipp"	6.952648155	6.283368121	7.476851065	6.505849729	6.039502459	5.751708579	6.392060282	6.752337586	7.289744931	6.737272597	6.803248391	7.643844359	8.66382562	7.031368192	6.998137929	8.163761944	9.350522359	6.791913668
"Zfp930"	5.809142023	4.713485286	5.706489551	4.733085018	6.890042529	7.106122215	5.747203814	5.641078441	5.82621231	6.262488884	4.846444296	5.500473264	5.011481786	5.596232169	5.283009008	5.494121414	6.233681573	6.049845197
"Zfp449"	7.716076187	6.938178721	5.180589689	5.236415636	3.924285008	4.712501571	3.882558605	4.148297082	4.9322104	5.326325456	5.67675703	5.972720491	5.060357434	6.038993432	3.72001352	5.453151982	4.69498802	5.552760161
"Gm44031"	4.400617303	5.265342266	3.634813739	5.396999049	5.575824528	5.066052923	3.253240846	3.885470668	3.950111147	4.03671977	3.819944864	3.276021716	3.509666439	5.447007499	2.603120069	3.97584244	3.684184717	4.045489189
"RP23-137A24.3"	3.404889026	2.931300577	2.455319481	4.945715228	4.964638012	2.430665546	4.595926658	4.437769492	3.494114336	2.795791759	2.461193767	2.181126115	4.053222881	3.195741491	3.497196553	3.726410895	4.442484463	3.912023637
"Cox10"	11.96946094	13.33281349	11.29144527	11.5201144	12.31279211	11.21875633	11.26556481	11.23370962	11.35525119	12.3105138	10.66369632	10.37582242	11.47837174	12.25116117	11.86640779	12.01970854	12.58335697	11.0040865
"Gm28512"	3.621375404	2.181849382	2.506845346	3.673742267	3.357072749	4.347901739	3.530818713	4.048980188	3.479224645	2.364747408	2.756106674	2.325337915	2.168795142	2.925540442	3.166715926	3.799312385	4.024275446	5.008220707
"Mdh1b"	4.444241762	7.130017764	6.86078094	7.204038481	6.317820544	6.986538669	6.815843284	5.541155956	5.18037193	4.832493957	5.917243949	6.52976178	5.949005568	6.284016655	5.266157305	6.296037809	4.142636488	5.546235179
"Rita1"	8.205215434	7.448470575	9.213608754	6.783221079	6.841615182	6.938445287	7.801138764	7.809093558	8.744591898	6.85649763	8.818908496	7.563382839	7.936121536	10.34808606	8.248908802	9.090996603	7.994104812	9.043032653
