""	"LU1"	"LU2"	"LU3"	"LU7"	"LU8"	"LU9"	"LU13"	"LU14"	"LU15"	"LU19"	"LU20"	"LU21"	"LU25"	"LU26"	"LU27"	"LU31"	"LU32"	"LU33"
"Nbl1"	302.5121751	302.8070585	295.1446353	248.8509737	255.5783848	249.5169171	281.659603	262.1578414	260.7675149	276.1287047	292.6042326	277.5136378	302.4326323	307.1670082	266.9422159	311.9780121	272.5460272	305.7298375
"Soat1"	209.4982848	185.317155	198.1488746	208.6759235	200.5304073	191.8841472	161.6068226	158.8688776	165.8333217	129.2554566	150.8776964	121.852782	145.4924348	147.3344908	171.3565458	157.0255929	187.4168201	167.3420755
"Abca1"	108.8702905	81.3717274	77.1471014	62.36094984	86.02144064	89.78514578	89.10178881	115.3910906	111.9475272	150.2313023	114.643279	154.5783388	99.06007604	116.5199035	118.7811036	90.88405889	109.4034788	105.3191504
"Tagln"	155.3248863	211.4763269	161.2703569	169.9162923	198.3328077	194.9341775	197.5655167	182.7430843	163.8120461	155.4186494	159.9377246	155.2375044	176.6637429	159.362122	136.7539134	155.6416696	137.702815	149.982656
"Mbnl1"	303.8645333	269.0919861	288.2692927	234.7469262	290.6965608	271.4117544	281.7097507	291.9765275	292.2399805	281.2426826	281.982305	238.0899689	270.512885	260.3024786	286.2575447	252.0529869	309.1961295	252.0529583
"Adamts10"	175.1805588	226.3317029	202.8752526	216.5705341	221.5562254	266.1208324	209.3304391	251.4564461	245.1600159	232.878942	210.6121158	219.2266941	217.5958633	203.5602585	212.1474981	214.3400217	217.9247733	223.4290461
"Bsg"	494.9004018	512.6124673	501.6961464	461.8239315	493.3783669	460.1977779	484.8684967	480.4999762	485.4188415	488.4106403	473.3909074	479.5197099	488.841883	514.75142	457.6047284	510.3544148	456.197388	520.9587601
"Myh11"	120.7519572	135.6551425	125.9448959	150.2261001	180.9440503	159.6004894	141.6049712	188.2212588	148.9806723	129.4656877	167.2744743	145.3289777	154.6065088	155.0352206	151.3882135	135.4304845	152.826989	121.5883046
"Spon2"	69.01007701	92.2426065	79.67522916	17.42234822	21.23566994	18.55494688	7.380887287	5.420037793	6.173638452	5.255778099	4.841381413	3.99212924	19.27132219	12.49679849	18.56121506	46.90397545	44.22757622	42.67931777
"Atp13a3"	196.6050759	177.1294646	187.7008854	203.9085637	197.9420491	225.0880784	224.2483071	202.0462915	225.7370334	242.727353	229.8966354	247.245252	204.3135359	230.9482052	233.3441323	210.275613	223.848349	182.8442477
"Sord"	55.21275124	53.24236852	62.25108583	98.71627285	81.37297198	87.19720188	119.7596638	111.8181048	125.0690681	110.3600525	102.4955252	115.9190544	69.8763776	86.88621758	69.07091921	63.11100101	62.99490312	66.69896494
"Rpl28"	275.2632474	288.2867613	291.997077	296.7594163	294.9787629	280.7867144	330.4794049	312.6071898	273.2314277	289.6357017	274.7525088	291.9323421	283.066521	301.7292121	258.46066	279.9947425	244.4258108	270.3389253
"Wwp1"	178.5058332	143.7226137	160.0270153	110.1564129	162.5065904	163.6130372	158.4920176	176.856136	179.6373068	179.5190376	188.6290799	200.0062939	174.431755	163.1357253	198.9727428	174.5352054	175.6730375	175.2580657
"Cadm1"	268.1655479	244.5864668	265.0574506	189.6439328	270.894229	251.5478876	240.6020932	270.5943271	283.6877137	260.9899474	272.6552097	285.2472277	212.69645	235.7792771	238.4544114	250.4250545	263.5095562	254.5460948
"Tgfbr2"	318.06484	300.7543807	352.7695946	355.3012737	305.5370378	296.2942306	321.7487687	334.3739405	312.4117904	294.3087586	301.2136643	295.8118252	303.3242426	309.9709582	334.1716184	296.2276752	362.011983	298.6413338
"Ctdsp2"	434.9036833	405.7139974	465.6879677	434.5145959	424.9054382	463.4460309	466.9000974	481.989124	461.0952892	475.7770196	447.4164215	454.0938697	440.0328842	429.3267445	465.6261392	406.2396392	456.4483135	424.6043426
"Plxdc2"	204.896995	191.0397136	184.3096994	202.0653454	216.9016337	222.2674665	203.8918906	182.9617026	223.7827613	189.3850854	201.0230163	180.6614877	152.3794578	170.2450833	154.4065408	168.7259809	177.8422008	165.1751881
"Ddx3x"	380.2564141	312.6765378	338.2505019	368.5649558	373.2329024	386.3601378	358.7605635	369.3001796	371.8117341	359.96154	351.5203636	358.4740188	353.5634712	365.7097499	379.8561182	374.2852892	401.3686078	375.9837316
"Lims2"	95.55610563	92.0008893	111.4818096	74.12733446	85.45255848	81.34475716	119.7427125	106.7032848	100.6263982	156.1601022	142.7429099	145.5016605	123.5655357	105.8561735	115.1954357	105.9951521	90.32210062	99.09491019
"Pgrmc1"	278.4020272	303.1338243	291.4975002	271.8061504	299.5999564	289.815922	310.7523061	297.550991	296.7503163	301.1786602	296.331147	336.6899907	305.553762	314.9936272	292.4112251	304.8896977	274.8406533	306.880014
"Tubb5"	229.8092876	249.5589348	265.4931802	221.9922871	216.4407389	210.0868426	270.7337709	228.0152369	253.0478301	272.236607	252.5846777	269.9867721	251.3299339	236.7679673	245.0275119	226.9754767	231.2687973	235.099274
"Fmo3"	54.13140996	82.88214013	74.4447938	78.35518471	96.43666004	90.27842791	98.82760871	79.95131057	91.50335999	133.421278	97.98259834	116.0019917	109.5841384	135.5512687	92.83041666	102.247654	90.05460467	102.0940294
"Hyou1"	130.6132662	145.5738604	159.839394	105.0050493	99.93623165	110.6284278	114.2879189	98.96989011	110.4064441	133.4579627	144.3908781	132.3783867	167.5476941	146.0620895	160.0055192	149.8577497	166.3596016	167.3112302
"Fgfr2"	218.8442798	177.7983434	201.7702468	212.6410009	242.8119342	227.1690921	211.8039192	233.9209585	235.1876448	162.6765615	178.1514445	168.2710327	162.4725258	175.0958062	189.2890987	198.613182	219.7104469	211.3572352
"Mb"	120.1952001	100.060687	48.55472682	79.27171612	68.71673535	54.43066047	72.00214467	63.413231	59.9006096	24.51520657	52.43247713	49.54572801	123.7590636	60.90577268	57.45213783	62.38801102	44.93774248	26.36686136
"Rpl10a"	276.8299108	280.1917931	261.6724253	275.2513945	288.0024418	280.8049119	318.6685726	291.6489029	268.3531924	272.1046835	262.2421261	276.9367906	270.7404776	266.9058238	244.254206	272.9022107	224.2705034	272.8848549
"Rps11"	314.1233702	328.5205243	353.4119877	334.3664014	333.4117073	306.0103937	369.0938057	358.8119522	306.7208261	328.2801329	311.6811739	345.1229769	346.323951	347.6136488	299.9355106	322.2161528	281.4041677	311.8022236
"Gpx1"	230.4189394	223.2686728	219.236955	241.0344332	217.7816755	200.0301263	276.1532492	245.0196213	244.3454256	247.0674264	240.7153824	266.0893399	229.742696	249.4121482	199.2947976	210.2906753	188.5499298	218.5661546
"Rpl24"	262.7539338	256.891023	246.3272386	247.7357758	280.0197224	244.0648173	302.9448106	274.6087886	244.1686106	248.7393988	255.6489873	273.3859618	255.4172216	255.6439669	224.2362548	257.9519827	214.0890865	250.3665469
"Rps28"	176.6299815	200.3439072	196.2592195	200.2094328	216.1062006	207.5287945	225.4426689	210.0624971	182.9527448	199.9509631	195.003249	226.3116403	189.7229209	209.8283087	174.3304033	210.383459	147.9276309	193.1044862
"H2-T23"	167.9819778	171.2713397	182.4284452	200.2418033	190.2777256	160.4375742	198.6631147	175.3203577	171.6520892	181.2982419	177.5008641	190.9840818	163.1345687	152.0513413	165.2506119	174.8015068	175.1790774	196.9447351
"S100a6"	180.0817668	211.781351	175.8398553	124.436277	183.2724594	162.3151658	195.1873877	180.2535005	174.2062917	168.8903727	186.7058174	187.1633975	172.3088733	187.7510408	145.5921637	180.2323665	141.8020525	162.3006367
"Rere"	133.2225541	117.830098	130.2299436	156.3162101	143.4423582	166.0924461	182.2019702	191.1547407	189.437826	159.4723006	150.3397651	149.6893731	130.8529441	123.8577042	137.9274473	110.3451419	129.9470104	128.8227307
"Spint2"	273.5471702	284.4877088	288.2939355	249.9420523	288.2757501	271.3474133	307.4008889	274.3144714	264.4992439	259.812512	255.0901716	291.6191611	240.3669781	274.1680911	224.1084627	270.9453178	223.5974236	266.0093028
"Hnrnpa1"	188.8159288	181.0174026	175.468533	212.2170099	230.4891226	213.9778572	223.3428241	224.4410399	213.3525322	181.8125321	184.596494	190.6857552	154.2001991	155.6044851	152.3393985	174.5713549	166.1852163	169.9514754
"Ids"	208.1033927	200.0491146	207.0622892	150.1721491	179.5457802	173.2401626	184.8767473	181.7117631	183.429215	208.4335773	217.973547	222.7447193	191.2434966	200.0808059	226.9423575	196.5038587	218.6791277	189.1070446
"Diaph1"	232.271343	200.426398	221.4094423	170.9794433	180.9362574	188.0509746	184.2382476	191.3963715	178.0279793	213.7937655	203.3747253	210.593792	220.3605464	221.2289507	251.6141874	218.0772775	237.8267881	221.7782255
"Prrc2b"	262.2702476	219.0769898	265.5340649	270.4300838	235.9257881	267.2731239	240.1013229	283.7417036	264.3422817	249.7961982	254.4319969	251.1129753	228.5765921	235.3279186	294.586031	220.0667049	304.4214451	239.3061082
"Tspan8"	195.306703	174.2908863	177.6236583	121.3890005	177.0069627	160.1295166	175.2830064	173.1880724	188.2789117	182.0460439	205.0682595	203.3695854	172.161259	205.5480785	171.976314	207.1456688	169.987762	209.5545605
"Chordc1"	64.37334233	60.52521806	58.55410502	39.63807957	40.94560013	48.29290501	45.80811731	35.88125578	41.71781433	97.49644742	113.8433436	89.40388906	93.08589211	82.50650423	67.29166019	48.87472566	47.93622222	49.45580875
"Kit"	194.3011592	222.618978	260.9510632	258.8103188	222.8966053	202.4607919	217.154886	242.8758299	258.386405	248.1594995	215.8484021	215.6492511	197.7903649	218.3918397	256.3429626	253.2435104	255.5233421	274.8542132
"Muc1"	279.3126878	244.372886	288.8063939	297.4557009	280.4911933	267.3238169	312.7313727	271.0158183	307.7755126	291.3140233	304.6064285	281.33556	269.2771704	315.9847738	288.729596	309.2113704	289.8046454	296.5408826
"Tpm3"	449.7758067	444.5812269	451.8471122	396.3116115	433.9852874	426.2185034	446.6206681	457.8648083	415.3398868	436.3932521	442.7186994	485.1928659	414.6782719	412.3132898	418.747041	430.0139599	392.9854897	425.41522
"Hnrnpc"	208.5810806	210.2178628	220.6382345	163.1260893	170.4236267	152.7068879	177.8504251	157.4190932	146.5449668	186.3078097	189.3739565	182.0485206	225.5739488	198.0481571	202.0945208	214.0526332	211.6421692	221.9769409
"Sqstm1"	331.2323377	361.8998783	389.7410829	429.4381289	397.1042446	357.8934047	408.9830871	376.3934648	367.3355205	384.7984425	388.4819375	383.0624402	391.369525	407.7272411	378.9873193	371.0095421	397.543968	385.1471799
"Tmem204"	155.8456533	178.0586051	177.5122056	167.595132	193.2445964	187.7266693	209.3339706	194.7471054	197.2090043	215.1567404	192.8755726	210.0355128	166.6733631	168.5593972	166.515894	172.5765051	165.9840025	189.0168813
"Rps17"	280.4589204	288.3289659	277.3872541	263.6608265	296.9509249	286.1549758	321.1053249	286.0956351	278.8634536	291.9129704	289.8677446	302.758749	284.0948843	294.4159751	254.2505428	292.9856676	246.7125461	294.8004918
"Sema3f"	160.4005921	184.9168508	215.1059248	194.6899333	152.2277469	163.3374752	194.1060348	186.2040358	201.7733153	251.3771645	224.4166979	241.429122	192.0659898	203.175222	215.0019894	203.9470406	188.991811	192.8280643
"Ccl6"	108.1155874	79.72638787	108.4563452	182.1955283	73.15145573	63.07382119	145.7545131	97.23305565	89.92567307	90.75917483	97.68198969	87.11816297	95.30751244	105.4484155	90.8817044	93.17111722	93.80191527	100.2705934
"Rpl30"	268.6039737	270.2168024	260.8379303	237.0991875	292.0881513	261.203609	308.6906018	273.844533	261.2415034	266.3515465	268.7681816	280.6064548	263.9013429	269.046553	234.2985941	274.2843266	223.8175751	276.884076
"Ywhab"	317.677673	313.0621342	318.8577345	279.6544267	303.6661836	283.2713226	331.0903587	303.6759365	318.551927	365.4021522	354.2625474	365.2798254	341.8520762	337.0156267	329.2457719	309.0788222	305.1324004	307.4476875
"Cltc"	380.2307847	313.7182238	333.7806331	323.9437127	313.0087651	308.755616	310.6364721	319.2044962	320.1438832	343.4640406	335.2482592	337.6072521	324.7377005	321.0799058	359.6120733	316.6666021	351.5788516	326.5059752
"Nfe2l2"	171.4168586	169.8939354	190.2446949	167.1476565	164.174829	175.155449	191.4941189	181.1019332	191.9039312	226.2086894	240.740064	234.1027912	212.3730808	206.4618493	194.2088599	177.7645607	171.4578062	175.9319185
"Stat1"	133.4597621	106.1592501	132.0820745	126.9865701	120.5061647	93.97771889	115.3438449	103.1430164	111.878042	101.6742619	101.2076545	95.19959421	105.9105658	90.33435142	114.5377511	104.7238947	137.7690972	119.5323419
"H6pd"	214.2533508	196.7948849	222.4819644	265.0413361	213.3870329	221.6052077	253.2830932	236.8259776	253.7780454	247.1210424	223.4560159	212.6734128	236.7309261	234.8292748	250.4443983	208.976641	262.6415752	233.9313021
"Thra"	149.2163714	143.2692341	153.8310301	126.762515	140.3257522	138.941132	96.54836246	120.8722931	109.4355121	84.24271546	82.08514722	87.86088469	98.55897723	93.45885809	106.5898325	123.012529	133.3384488	131.2375675
"Tmem2"	153.7080548	152.9916368	179.4718687	192.8816245	132.913585	168.2202533	198.2972487	184.4126982	193.1645918	201.3661431	207.6098265	198.6458752	145.1236458	168.1074245	190.9747371	197.8829621	189.1875013	203.9039256
"Cd81"	320.8688021	355.9861201	330.0752514	300.5753352	296.7215908	288.9853363	304.8694917	272.7017831	283.4308666	284.9273711	278.7952205	264.8273319	299.0513261	294.5492333	277.3013325	320.1230968	322.963886	334.8265143
"Pdgfrb"	111.8405709	161.5604474	167.5990772	186.9514631	159.866465	179.0926073	135.3061432	161.2991136	174.3123808	138.9853481	137.6857231	135.5931338	141.6924766	128.5684139	166.2219254	147.3381296	162.9642178	169.5303174
"Map4"	290.0034068	279.4864649	297.4599389	290.0339545	249.6763715	263.0578039	304.2896153	272.5461462	277.1691308	310.7716898	327.3526939	307.1729918	296.5976699	283.6957485	339.4939481	290.4160407	312.4415893	319.5539029
"Adamtsl4"	78.19738808	80.73993748	98.54041653	51.82908989	54.27759306	55.68043851	62.38509574	67.7843855	54.23446148	104.4474785	91.50843731	95.59385565	111.1521087	95.66529528	116.0497234	102.2127095	96.11311189	95.82945301
"Krt19"	219.7947477	206.0178666	198.2961714	157.0816789	180.1903649	163.0398161	194.9105162	174.0770797	174.5741912	201.8225845	199.4693442	205.3935021	225.5927092	246.6597821	198.459702	241.6563909	193.9179976	198.9069753
"Gm29562"	93.76641219	124.5067362	76.75337658	83.02924104	100.7255417	114.2809252	115.3283062	111.3257595	110.0503323	71.29868639	72.27834377	107.2459216	117.5785158	88.12361557	96.21433232	96.71135819	105.4731031	134.774108
"Col6a2"	236.9855111	251.5898708	226.1397407	257.0413624	217.5757201	241.3566399	214.6107753	208.664188	271.5917004	242.5418135	225.9684714	216.2322877	230.0004039	231.7931976	238.3060228	240.5453963	263.8385999	230.6124587
"Firre"	124.7239642	138.4400059	131.0431562	143.7957817	179.4483689	203.7040708	141.2518187	167.3707671	197.0805807	156.6243038	149.5524869	164.4367318	136.8236722	141.2795309	142.5476226	152.1195034	154.477731	157.2864842
"Slc38a6"	146.768494	180.4693824	149.8786602	155.4548991	179.5134953	201.1999654	171.3192227	175.4124075	186.0485599	159.4786498	140.8411646	169.9978607	188.6140855	161.0625463	171.7895409	177.4458426	190.7569687	216.7421253
"Gpm6a"	190.4534819	120.8995227	97.63311325	73.59734572	117.4224003	118.8400479	106.616034	99.05467282	86.01961059	87.43851073	90.58382839	83.09199232	85.33934884	85.81953753	76.93270694	91.95287909	99.37987667	92.62924565
"Gnb1"	457.7056427	487.9509188	492.4696562	433.2477006	441.8366406	418.4988656	466.1259871	432.9635196	444.0838164	480.3915223	474.5034759	489.4882732	444.084626	447.3755604	459.7266387	446.5523559	428.692649	454.4703742
"Col6a1"	303.1529093	332.1117512	284.2934002	352.0610432	303.2275543	332.0757072	300.5532619	300.5165692	359.829875	341.0548483	292.1011086	281.5243351	302.230218	299.5055803	305.2807773	317.1630553	338.9015949	288.0044258
"Npr1"	213.0324113	216.6598178	237.1136298	199.0618644	170.4881965	187.2879796	201.4953977	187.7585874	196.4334995	240.3710713	231.288928	231.6604746	240.3857384	235.1136	256.8513223	237.7588724	228.1125028	235.6396612
"Luc7l2"	228.6668721	229.4516452	205.4750685	236.6961422	277.5911188	281.6874905	222.8441728	262.9523766	269.6064081	217.9602924	219.7063186	222.3127028	203.1696483	207.9485691	214.1238284	226.1506656	222.5495338	218.7369905
"Elovl5"	237.324146	239.6402168	254.2958256	231.5130428	226.9667289	205.7363412	248.7394331	253.9975052	235.8465137	284.5076143	287.2565629	293.0594223	233.227184	239.4116389	251.1039553	244.6387246	230.7022424	232.3291223
"15-Sep"	343.7880023	358.6884927	355.839304	287.8809943	357.7600868	330.8499758	357.9285362	322.0229158	353.9782262	363.685735	358.908375	360.6006786	334.2625274	348.6606778	309.6275806	361.6558591	301.5444827	363.9647137
"Igf2r"	127.1931086	99.61625985	112.6557032	121.8491703	118.4299118	134.3033702	95.74176215	116.960782	121.2188419	116.5858568	116.0982249	115.6442474	114.0727989	119.8734669	136.055972	118.9631825	141.5961042	134.2728707
"Fendrr"	139.6915161	187.9664522	155.8808634	181.8889599	180.2170835	213.7048947	173.8979423	177.2412918	191.1296672	197.7294268	176.1117357	199.5043378	139.4427157	146.2782503	164.8035737	189.3408354	158.2668625	192.9710207
"Ptp4a1"	159.5864506	170.1292579	165.5906886	149.2632343	148.263384	140.3488383	163.0830001	130.2316992	156.3405228	187.4252799	180.6866829	189.2906763	192.4900725	184.8721714	159.735892	170.7190233	157.6939951	167.3124165
"Rock2"	207.1840073	159.2423923	153.883116	158.7033809	160.0050674	177.2605094	169.9016686	155.1220872	178.33632	216.9860334	223.9566084	208.9226681	208.8569963	183.6482835	209.4095644	166.983575	186.3397346	172.8189086
"Dusp7"	86.18993428	95.18477795	107.988692	74.92453907	97.38906453	99.77882068	103.8473184	109.0390486	116.6719023	144.2298386	135.2390851	152.489434	113.82299	114.2710938	112.5160148	115.3735372	106.0901587	111.3731478
"Klf13"	125.1705696	119.2823196	125.3669101	118.9992908	123.2832226	125.2670136	148.6468321	149.7232451	155.0184423	149.5611024	151.5327068	162.5570269	103.6119293	125.9922925	117.5748025	143.0266993	130.5782693	131.9137929
"Sema3e"	164.7079621	143.0128092	158.469478	91.42972115	146.3875201	154.9685767	125.6573106	151.8270676	160.5282486	151.3156152	163.3418803	153.1207475	118.8137367	136.0529829	137.6564157	144.3624233	155.8365158	148.692489
"Smg1"	163.9478059	125.2389219	138.2293342	146.8424235	145.7735505	183.1246525	134.7354488	163.8213993	187.9370692	175.3870789	180.66833	168.5025143	154.174527	164.0230901	196.3471538	145.2306138	179.0802573	163.5492811
"Pls3"	309.4342861	296.371498	313.2890206	232.6555335	322.7810697	304.0600121	294.5051721	277.2540092	301.2984967	278.6634712	324.942129	302.6943798	272.3435001	293.1533993	290.2991449	314.8693695	288.9232502	282.2333753
"7-Sep"	250.4071212	235.2317556	206.076577	169.0924296	222.5659634	210.6308177	212.9184685	189.6486364	207.6187601	234.3131698	246.1219081	238.1500056	224.9765798	228.8928349	226.1170921	226.6224166	221.4535106	233.8660523
"Zyx"	144.8686488	173.5363193	179.0557413	179.8267643	195.7789609	198.9655728	202.0470219	217.0988568	194.8955185	153.1188056	145.9875847	162.7668458	159.3750934	158.7296059	172.8839654	139.3527052	151.9077183	154.6818298
"Tmsb10"	135.5810015	146.9109786	130.347557	158.5078881	142.8311717	147.0149711	160.9464275	150.062376	132.8210139	104.3924516	106.1939609	113.9056596	107.6088711	112.3262604	100.1604395	129.7797152	94.35505588	132.7798361
"Rarres2"	224.6212488	181.60443	162.2952735	144.8843214	180.6490331	176.2765448	182.8531835	151.3868031	155.2814935	159.1908166	161.2490112	143.4214208	176.893804	171.9823532	143.0676849	178.8689279	146.0362215	187.1815816
"Lamc1"	231.0738516	217.4649023	203.880567	228.6676063	195.3035936	211.8344521	194.1335807	220.9158957	235.2304527	243.047638	223.2857765	220.4726098	239.33664	225.9832609	261.1915722	228.2292619	280.5590698	222.2675992
"Atp7b"	53.30199993	52.05680324	56.55467743	74.67319112	78.79185005	85.56007714	95.85618356	81.0565138	102.0353353	107.5741374	98.50660668	101.8450968	59.16323065	75.93263554	77.91899969	77.08940992	77.2108534	75.71945675
"Tacc1"	170.5574568	188.7414819	197.3939087	216.3407665	179.1750605	181.4231866	185.3012366	192.8709851	199.4195031	237.7149633	190.7751092	222.1963431	198.7935499	186.001489	220.1843563	191.6128314	213.1240495	192.2829316
"Notch4"	111.4141418	121.1418794	144.2001738	120.4769121	99.66737638	123.9951386	136.0760157	131.9430988	159.252078	185.5501311	168.1402272	188.8741332	130.4861299	135.07289	158.3957135	144.5389533	130.317875	136.4611126
"Myo10"	147.4735743	132.1054807	154.1760293	159.4110904	132.9080186	149.5723692	121.4420823	159.9795312	151.9710187	129.4191265	142.5391288	118.7828656	126.8540275	138.5750641	174.1679716	149.9704156	184.68268	173.2074417
"H1f0"	158.4505788	151.3929781	157.9318168	164.6792419	167.5296752	128.018085	157.9361555	190.3741342	156.8746905	118.061002	115.2755065	112.3682257	138.7248855	121.6703039	138.9628909	167.5776318	166.9285236	168.1452416
"Des"	147.974165	193.0796021	154.9074726	141.2664342	150.2795203	136.114021	161.7085306	156.5730828	130.317064	116.5153094	142.5188773	132.9032433	193.7262807	163.3819767	146.2414224	158.5782139	160.3807908	139.2057575
"Ldhb"	183.3012519	224.8788419	204.8455569	207.2059188	207.6069229	192.140212	180.4001862	167.7952862	160.6535702	163.0010794	151.9649504	170.8569421	188.6234657	191.3901576	168.0147594	211.4408319	179.6507576	193.0499137
"Dnajb1"	46.94864279	43.33963713	47.90897332	37.13094724	36.83651191	50.02491669	35.21001073	30.62109397	40.00798139	103.2495844	106.7610038	91.46679864	62.47245756	88.39197433	51.44403748	39.29992825	33.46224487	34.59367801
